[0.000000] (-) TimerEvent: {}
[0.000502] (-) JobUnselected: {'identifier': 'auv_gui'}
[0.000617] (-) JobUnselected: {'identifier': 'auv_setup'}
[0.000658] (-) JobUnselected: {'identifier': 'docking'}
[0.000694] (-) JobUnselected: {'identifier': 'dp_adapt_backs_controller'}
[0.000924] (-) JobUnselected: {'identifier': 'ekf_pose_filtering'}
[0.000963] (-) JobUnselected: {'identifier': 'freya_visualization'}
[0.000992] (-) JobUnselected: {'identifier': 'joystick_interface_auv'}
[0.001140] (-) JobUnselected: {'identifier': 'los_guidance'}
[0.001177] (-) JobUnselected: {'identifier': 'ma1_mclsimpy'}
[0.001206] (-) JobUnselected: {'identifier': 'ma1_stonefish'}
[0.001378] (-) JobUnselected: {'identifier': 'mundus_mir_blueye_joystick_cpp'}
[0.001570] (-) JobUnselected: {'identifier': 'mundus_mir_msgs'}
[0.001646] (-) JobUnselected: {'identifier': 'mundus_mir_stonefish_docking_controller'}
[0.001682] (-) JobUnselected: {'identifier': 'mundus_mir_vehicle_interfaces'}
[0.001759] (-) JobUnselected: {'identifier': 'mundus_mir_waypoint_controller'}
[0.001785] (-) JobUnselected: {'identifier': 'pid_controller_dp'}
[0.001811] (-) JobUnselected: {'identifier': 'pid_controller_dp_euler'}
[0.001837] (-) JobUnselected: {'identifier': 'pid_siso'}
[0.001876] (-) JobUnselected: {'identifier': 'pose_action_server'}
[0.001911] (-) JobUnselected: {'identifier': 'reference_filter_dp'}
[0.001973] (-) JobUnselected: {'identifier': 'stonefish_ros2'}
[0.002010] (-) JobUnselected: {'identifier': 'thrust_allocator_auv'}
[0.002066] (-) JobUnselected: {'identifier': 'thruster_interface_auv'}
[0.002107] (-) JobUnselected: {'identifier': 'thruster_visualization'}
[0.002133] (-) JobUnselected: {'identifier': 'urdf_models'}
[0.002159] (-) JobUnselected: {'identifier': 'velocity_controller_4dof_ros2'}
[0.002234] (-) JobUnselected: {'identifier': 'velocity_controller_lqr'}
[0.002518] (-) JobUnselected: {'identifier': 'vortex_msgs'}
[0.002592] (-) JobUnselected: {'identifier': 'vortex_sim_interface'}
[0.002622] (-) JobUnselected: {'identifier': 'vortex_utils'}
[0.002650] (-) JobUnselected: {'identifier': 'waypoint_manager'}
[0.002682] (stonefish_sim) JobQueued: {'identifier': 'stonefish_sim', 'dependencies': OrderedDict([('stonefish_ros2', '/home/badawi/Desktop/auto-pilot/install/stonefish_ros2')])}
[0.073081] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/config/docking_config.yaml\n'}
[0.073164] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/config/pipeline_config.yaml\n'}
[0.073254] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/config/tacc_config.yaml\n'}
[0.073503] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/launch/freya_sim.launch.py\n'}
[0.073596] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/launch/orca_sim.launch.py\n'}
[0.073690] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/launch/simulation.launch.py\n'}
[0.073956] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/README.md\n'}
[0.074052] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/default.scn\n'}
[0.074144] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/docking.scn\n'}
[0.074235] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/freya_demo.scn\n'}
[0.074324] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/freya_no_gpu.scn\n'}
[0.074421] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/orca_demo.scn\n'}
[0.074507] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/orca_freya_demo.scn\n'}
[0.074590] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/orca_no_gpu.scn\n'}
[0.074672] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/pipeline.scn\n'}
[0.074754] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/structure.scn\n'}
[0.074840] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/tacc.scn\n'}
[0.074943] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/tests/default_gpu.scn\n'}
[0.075026] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/scenarios/tests/default_no_gpu.scn\n'}
[0.075942] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/README.md\n'}
[0.076045] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/DICT_4X4_1000_1f.png\n'}
[0.076139] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/DICT_4X4_1000_2f.png\n'}
[0.076224] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/DICT_4X4_1000_3f.png\n'}
[0.076317] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/DICT_4X4_1000_4f.png\n'}
[0.076438] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/aruco-19.png\n'}
[0.076535] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/aruco-28.png\n'}
[0.076661] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/aruco-7.png\n'}
[0.076752] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/aruco-96.png\n'}
[0.076825] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/aruco-marker-ID=33.png\n'}
[0.076910] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_0.png\n'}
[0.076999] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_1.png\n'}
[0.077088] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_10.png\n'}
[0.077176] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_11.png\n'}
[0.077264] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_12.png\n'}
[0.077355] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_13.png\n'}
[0.077620] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_14.png\n'}
[0.077708] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_15.png\n'}
[0.077795] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_16.png\n'}
[0.077891] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_17.png\n'}
[0.077980] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_18.png\n'}
[0.078068] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_19.png\n'}
[0.078161] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_2.png\n'}
[0.078247] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_20.png\n'}
[0.078333] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_3.png\n'}
[0.078423] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_4.png\n'}
[0.078522] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_5.png\n'}
[0.078601] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_6.png\n'}
[0.078685] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_7.png\n'}
[0.078769] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_8.png\n'}
[0.078852] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/aruco_tags/dict_5x5_50_9.png\n'}
[0.078937] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/cyberfish/cyberfish.obj\n'}
[0.079023] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/cyberfish/cyberfish_phys.obj\n'}
[0.079108] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/body.obj\n'}
[0.079193] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/freya.obj\n'}
[0.079276] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/freya_mesh.obj\n'}
[0.079387] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/freya_mesh2.obj\n'}
[0.079504] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/freya_simple.obj\n'}
[0.079580] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/pontoon.obj\n'}
[0.079703] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/freya/pontoon2.obj\n'}
[0.079860] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/Buoy1.png\n'}
[0.079945] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/blueye.obj\n'}
[0.080007] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/buoy1.obj\n'}
[0.080081] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station.obj\n'}
[0.080151] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_mesh.obj\n'}
[0.080229] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_rig.mtl\n'}
[0.080308] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_rig.obj\n'}
[0.080386] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_rig_collision_manual.obj\n'}
[0.080466] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_rig_gazebo_collision.obj\n'}
[0.080544] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/docking_station_rig_lowpoly_collision.obj\n'}
[0.080629] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/pipe1.obj\n'}
[0.080712] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/pipe2.obj\n'}
[0.080795] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/pipe2.png\n'}
[0.080877] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/pool.obj\n'}
[0.080961] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/pool_room.obj\n'}
[0.081043] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/seafloor.obj\n'}
[0.081126] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/structure.obj\n'}
[0.081215] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/structure_mesh.obj\n'}
[0.081304] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/tacc_seafloor/rocks.png\n'}
[0.081399] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/tacc_seafloor/tacc_seafloor.mtl\n'}
[0.081490] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/tacc_seafloor/tacc_seafloor.obj\n'}
[0.081576] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/valve_base.obj\n'}
[0.081660] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/valve_base_mesh.obj\n'}
[0.081742] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/valve_turnable.obj\n'}
[0.081824] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/object_files/valve_turnable_mesh.obj\n'}
[0.081907] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/bluerov2_propccw.obj\n'}
[0.082000] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_arm.obj\n'}
[0.082097] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_arm_mesh.obj\n'}
[0.082180] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_finger.obj\n'}
[0.082263] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_finger_mesh.obj\n'}
[0.082361] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_shoulder.obj\n'}
[0.082492] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/gripper_shoulder_mesh.obj\n'}
[0.082569] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/orca2.obj\n'}
[0.082644] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/orca_mesh.obj\n'}
[0.082727] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/data/orca/orca_mesh2.obj\n'}
[0.082961] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/metadata/README.md\n'}
[0.083042] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/metadata/looks.scn\n'}
[0.083119] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/metadata/materials.scn\n'}
[0.083387] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/README.md\n'}
[0.083472] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/blueye.scn\n'}
[0.083554] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/cyberfish.scn\n'}
[0.083643] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/freya.scn\n'}
[0.083731] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/freya_no_visual.scn\n'}
[0.083819] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/gripper.scn\n'}
[0.083919] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/orca.scn\n'}
[0.084012] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/drones/orca_no_visual.scn\n'}
[0.084266] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/README.md\n'}
[0.084358] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/blueye.scn\n'}
[0.084454] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/default_seafloor.scn\n'}
[0.084542] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/dock.scn\n'}
[0.084624] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/docking_station_rig.scn\n'}
[0.084705] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/pipe.scn\n'}
[0.084784] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/pool.scn\n'}
[0.084863] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/structure.scn\n'}
[0.084943] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/objects/tacc_seafloor.scn\n'}
[0.085092] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/ament_index/resource_index/package_run_dependencies/stonefish_sim\n'}
[0.085225] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/ament_index/resource_index/parent_prefix_path/stonefish_sim\n'}
[0.085368] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/environment/ament_prefix_path.sh\n'}
[0.085502] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/environment/ament_prefix_path.dsv\n'}
[0.085629] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/environment/path.sh\n'}
[0.085753] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/environment/path.dsv\n'}
[0.085876] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/local_setup.bash\n'}
[0.085997] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/local_setup.sh\n'}
[0.086117] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/local_setup.zsh\n'}
[0.086251] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/local_setup.dsv\n'}
[0.086328] (stonefish_sim) StdoutLine: {'line': b'-- Symlinking: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/package.dsv\n'}
[0.095096] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/ament_index/resource_index/packages/stonefish_sim\n'}
[0.095313] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/cmake/stonefish_simConfig.cmake\n'}
[0.095435] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/cmake/stonefish_simConfig-version.cmake\n'}
[0.095545] (stonefish_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/badawi/Desktop/auto-pilot/install/stonefish_sim/share/stonefish_sim/package.xml\n'}
